,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
1267,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,white
1268,6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.9952200000000001,3.03,0.56,10.4,6,red
1269,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,4,red
1270,12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,white
1271,7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,5,red
1272,6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.9934700000000001,3.08,0.46,8.8,5,red
1273,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,red
1274,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.9962200000000001,3.38,0.58,10.1,6,red
1275,6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.9922200000000001,3.03,0.37,11.0,6,red
1276,6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,11.0,7,red
1277,5.1,0.25,0.36,1.3,0.035,40.0,78.0,0.9891,3.23,0.64,12.1,7,red
1278,5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.9933200000000001,3.31,0.5,11.066666666666698,6,red
1279,8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6,red
1280,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.9978299999999999,3.45,0.53,9.5,5,white
1281,5.7,0.28,0.24,17.5,0.044000000000000004,60.0,167.0,0.9989,3.31,0.44,9.4,5,red
1282,5.8,0.3,0.42,1.1,0.036000000000000004,19.0,113.0,0.9887100000000001,3.1,0.46,12.6,7,red
1283,7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,6,red
1284,6.5,0.08,0.33,1.9,0.027999999999999997,23.0,93.0,0.991,3.34,0.7,12.0,7,red
1285,6.8,0.18,0.28,1.1,0.027000000000000003,32.0,112.0,0.9908899999999999,3.15,0.45,11.0,7,red
1286,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.9939399999999999,3.45,0.63,10.6,6,red
1287,11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6,white
1288,6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.9928100000000001,3.22,0.6,11.0,6,red
1289,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,white
1290,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.9966299999999999,3.14,0.4,9.5,5,red
1291,7.2,0.3,0.26,1.5,0.040999999999999995,46.0,178.0,0.99154,3.19,0.56,11.3,6,red
1292,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,red
1293,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,white
1294,8.0,0.705,0.05,1.9,0.07400000000000001,8.0,19.0,0.9962,3.34,0.95,10.5,6,white
1295,10.7,0.9,0.34,6.6,0.11199999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,5,white
1296,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5,red
1297,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,7,red
1298,6.6,0.39,0.38,9.7,0.053,49.0,226.0,0.99787,3.3,0.57,9.4,6,red
1299,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,red
1300,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,red
1301,8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,12.4,7,white
1302,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,white
1303,5.2,0.37,0.33,1.2,0.027999999999999997,13.0,81.0,0.9902,3.37,0.38,11.7,6,red
1304,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5,red
1305,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,white
1306,9.2,0.28,0.46,3.2,0.057999999999999996,39.0,133.0,0.996,3.14,0.58,9.5,5,red
1307,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,white
1308,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,white
1309,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.9939600000000001,2.93,0.45,9.4,6,red
1310,7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,4,red
1311,7.8,0.25,0.34,13.7,0.044000000000000004,66.0,184.0,0.99976,3.22,0.75,8.9,5,red
1312,6.4,0.43,0.27,1.1,0.054000000000000006,5.0,110.0,0.9939,3.24,0.52,9.1,4,red
1313,7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,8,red
1314,7.0,0.31,0.31,9.1,0.036000000000000004,45.0,140.0,0.99216,2.98,0.31,12.0,7,red
1315,10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,white
1316,5.9,0.17,0.28,0.7,0.027000000000000003,5.0,28.0,0.98985,3.13,0.32,10.6,5,red
1317,6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6,red
1318,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,red
1319,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,red
1320,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,red
1321,7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6,red
1322,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,5,red
1323,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.9972700000000001,3.19,0.34,9.3,5,red
1324,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,red
1325,7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,red
1326,9.2,0.54,0.31,2.3,0.11199999999999999,11.0,38.0,0.9969899999999999,3.24,0.56,10.9,5,white
1327,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,white
1328,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,6,red
1329,6.7,0.29,0.45,14.3,0.054000000000000006,30.0,181.0,0.99869,3.14,0.57,9.1,5,red
1330,6.8,0.2,0.36,1.6,0.027999999999999997,7.0,46.0,0.99175,3.21,0.6,10.9,6,red
1331,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5,red
1332,6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.9920399999999999,3.15,0.42,10.2,5,red
1333,5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.9907600000000001,3.43,0.77,12.0,6,red
1334,9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4,white
1335,5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59,11.2,6,red
1336,7.5,0.57,0.08,2.6,0.08900000000000001,14.0,27.0,0.99592,3.3,0.59,10.4,6,white
1337,8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.9951200000000001,3.27,0.67,11.9,6,white
1338,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.9961200000000001,3.3,0.53,9.8,5,white
1339,5.7,0.22,0.25,1.1,0.05,97.0,175.0,0.9909899999999999,3.44,0.62,11.1,6,red
1340,6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,3.37,0.47,10.4,6,red
1341,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7,red
1342,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,white
1343,7.2,0.23,0.38,14.3,0.057999999999999996,55.0,194.0,0.9979,3.09,0.44,9.0,6,red
1344,6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,5,red
1345,6.6,0.38,0.29,2.4,0.136,15.0,93.0,0.99336,3.18,0.6,9.5,5,red
1346,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.9936200000000001,2.99,0.44,11.4,6,red
1347,7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6,white
1348,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,0.99408,3.19,0.44,13.0,7,red
1349,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,red
1350,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.9961200000000001,3.3,0.53,9.8,5,white
1351,7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6,red
1352,7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5,white
1353,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,red
1354,5.9,0.13,0.28,1.9,0.05,20.0,78.0,0.9918,3.43,0.64,10.8,6,red
1355,5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,red
1356,6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.9887600000000001,2.94,0.39,12.3,6,red
1357,6.0,0.17,0.33,6.0,0.036000000000000004,30.0,111.0,0.9936200000000001,3.32,0.58,10.15,7,red
1358,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,white
1359,6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,5,red
1360,6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41,10.7,5,red
1361,9.4,0.24,0.29,8.5,0.037000000000000005,124.0,208.0,0.99395,2.9,0.38,11.0,3,red
1362,6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,5,red
1363,7.3,0.28,0.54,12.9,0.049,62.0,152.0,0.9984,3.06,0.45,9.1,6,red
1364,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,6,red
1365,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,white
1366,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6,red
1367,7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,6,white
1368,6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.9942799999999999,3.45,0.87,11.2,7,white
1369,6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.9968,3.08,0.6,9.4,5,red
1370,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,6,red
1371,4.9,0.47,0.17,1.9,0.035,60.0,148.0,0.98964,3.27,0.35,11.5,6,red
1372,6.6,0.21,0.29,1.8,0.026000000000000002,35.0,128.0,0.9918299999999999,3.37,0.48,11.2,6,red
1373,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,white
1374,6.6,0.22,0.37,15.4,0.035,62.0,153.0,0.99845,3.02,0.4,9.3,5,red
1375,7.5,0.41,0.23,14.8,0.054000000000000006,28.0,174.0,0.99898,3.18,0.49,9.7,5,red
1376,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,red
1377,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,3.34,0.56,10.0,5,red
1378,7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5,white
1379,9.1,0.34,0.42,1.8,0.057999999999999996,9.0,18.0,0.99392,3.18,0.55,11.4,5,white
1380,6.2,0.29,0.32,3.6,0.026000000000000002,39.0,138.0,0.9892,3.31,0.37,13.1,7,red
1381,6.7,0.27,0.69,1.2,0.17600000000000002,36.0,106.0,0.9928799999999999,2.96,0.43,9.2,6,red
1382,5.2,0.25,0.23,1.4,0.047,20.0,77.0,0.9900100000000001,3.32,0.62,11.4,5,red
1383,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,white
1384,6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,white
1385,5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,red
1386,6.5,0.32,0.23,1.2,0.054000000000000006,39.0,208.0,0.99272,3.18,0.46,9.9,6,red
1387,9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.9966700000000001,3.2,0.67,10.5,6,white
1388,6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.966666666666699,7,red
1389,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,white
1390,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7,red
1391,5.1,0.11,0.32,1.6,0.027999999999999997,12.0,90.0,0.99008,3.57,0.52,12.2,6,red
1392,6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,5,red
1393,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.9973799999999999,3.38,0.66,11.6,7,white
1394,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,6,red
1395,9.7,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,0.99649,3.27,0.74,12.3,6,white
1396,7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,3.18,0.46,9.9,6,red
1397,6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,5,red
1398,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,red
1399,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,red
1400,7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,6,red
1401,6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.9937600000000001,3.32,0.49,11.4,6,red
1402,7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,5,red
1403,6.9,0.52,0.54,7.9,0.036000000000000004,23.0,169.0,0.99267,3.26,0.47,12.2,6,red
1404,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,red
1405,6.5,0.22,0.32,2.2,0.027999999999999997,36.0,92.0,0.9907600000000001,3.27,0.59,11.9,7,red
1406,8.2,0.39,0.38,1.5,0.057999999999999996,10.0,29.0,0.9962,3.26,0.74,9.8,5,white
1407,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5,red
1408,5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.9947799999999999,3.36,0.47,9.3,6,red
1409,6.1,0.33,0.32,7.8,0.052000000000000005,52.0,183.0,0.9965700000000001,3.39,0.65,9.5,5,red
1410,10.0,0.91,0.42,1.6,0.055999999999999994,34.0,181.0,0.9968,3.11,0.46,10.0,4,red
1411,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.9967600000000001,3.2,0.35,9.8,6,red
1412,10.2,0.49,0.63,2.9,0.07200000000000001,10.0,26.0,0.9968,3.16,0.78,12.5,7,white
1413,8.6,0.725,0.24,6.6,0.11699999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5,white
1414,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,white
1415,6.5,0.3,0.32,2.0,0.044000000000000004,34.0,90.0,0.99185,3.37,0.68,11.0,7,red
1416,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,4,red
1417,6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,6,red
1418,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,6,red
1419,6.7,0.26,0.49,8.1,0.052000000000000005,48.0,197.0,0.9955799999999999,3.19,0.48,9.5,5,red
1420,6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,red
1421,7.8,0.41,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,5,white
1422,11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.9985200000000001,3.09,0.53,11.0,5,white
1423,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,red
1424,6.6,0.16,0.4,1.5,0.044000000000000004,48.0,143.0,0.9912,3.54,0.52,12.4,7,red
1425,7.5,0.15,0.38,1.8,0.054000000000000006,19.0,101.0,0.9946,3.24,0.44,10.0,5,red
1426,7.2,0.22,0.35,5.5,0.054000000000000006,37.0,183.0,0.99474,3.08,0.5,10.3,5,red
1427,8.2,0.31,0.4,2.2,0.057999999999999996,6.0,10.0,0.99536,3.31,0.68,11.2,7,white
1428,6.7,0.37,0.25,2.5,0.027999999999999997,24.0,84.0,0.9909,3.14,0.36,11.7,6,red
1429,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,6,red
1430,6.9,0.3,0.21,15.7,0.055999999999999994,49.0,159.0,0.9982700000000001,3.11,0.48,9.0,5,red
1431,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,red
1432,5.9,0.32,0.19,14.5,0.042,37.0,115.0,0.99684,3.16,0.43,10.3,5,red
1433,6.6,0.38,0.15,4.6,0.044000000000000004,25.0,78.0,0.9931,3.11,0.38,10.2,6,red
1434,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,red
1435,6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,0.99287,3.1,0.54,11.0,7,red
1436,7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,10.5,7,white
1437,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,6,red
1438,7.7,0.28,0.35,15.3,0.055999999999999994,31.0,117.0,0.9998,3.27,0.5,9.6,5,red
1439,7.8,0.22,0.38,10.3,0.059000000000000004,28.0,99.0,0.9967,3.12,0.47,10.0,6,red
1440,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,white
1441,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,red
1442,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,5,red
1443,5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,5,red
1444,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,white
1445,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,white
1446,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,red
1447,7.2,0.17,0.37,6.9,0.059000000000000004,47.0,128.0,0.9932200000000001,3.08,0.46,11.0,7,red
1448,9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.9987799999999999,3.14,0.55,9.4,5,white
1449,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,red
1450,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,white
1451,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.9990000000000001,3.16,0.59,9.1,6,red
1452,6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,5,red
1453,6.5,0.63,0.33,1.8,0.059000000000000004,16.0,28.0,0.99531,3.36,0.64,10.1,6,white
1454,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6,red
1455,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6,white
1456,7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.9958799999999999,3.22,0.59,9.5,6,white
1457,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4,red
1458,6.6,0.27,0.41,1.3,0.052000000000000005,16.0,142.0,0.9951,3.42,0.47,10.0,6,red
1459,6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.9925200000000001,2.91,0.57,11.0,6,red
1460,8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,7,red
1461,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,white
1462,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.9948899999999999,3.38,0.83,10.3,6,white
1463,6.8,0.17,0.36,1.4,0.036000000000000004,38.0,108.0,0.99006,3.19,0.66,12.0,6,red
1464,8.1,0.2,0.3,1.3,0.036000000000000004,7.0,49.0,0.9924200000000001,2.99,0.73,10.3,5,red
1465,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.9917799999999999,3.76,0.63,11.0,7,red
1466,6.5,0.24,0.19,1.2,0.040999999999999995,30.0,111.0,0.99254,2.99,0.46,9.4,6,red
1467,8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5,white
1468,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,9.8,5,red
1469,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.9982200000000001,3.33,0.6,10.4,6,white
1470,6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,5,red
1471,6.6,0.63,0.0,4.3,0.09300000000000001,51.0,77.5,0.9955799999999999,3.2,0.45,9.5,5,white
1472,6.1,0.28,0.24,19.95,0.07400000000000001,32.0,174.0,0.9992200000000001,3.19,0.44,9.3,6,red
1473,8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7,white
1474,6.0,0.26,0.32,3.5,0.027999999999999997,29.0,113.0,0.9912,3.4,0.71,12.3,7,red
1475,7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5,white
1476,6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,5,red
1477,6.2,0.21,0.29,1.6,0.039,24.0,92.0,0.9911399999999999,3.27,0.5,11.2,6,red
1478,7.7,0.32,0.61,11.8,0.040999999999999995,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,5,red
1479,9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.9957600000000001,3.3,0.8,11.2,6,white
1480,8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,6,white
1481,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.9933200000000001,3.32,0.51,11.8,6,white
1482,6.2,0.3,0.32,1.3,0.054000000000000006,27.0,183.0,0.99266,3.3,0.43,10.1,5,red
1483,7.8,0.15,0.34,1.1,0.035,31.0,93.0,0.9909600000000001,3.07,0.72,11.3,7,red
1484,6.3,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,6,red
1485,6.4,0.18,0.32,9.6,0.052000000000000005,24.0,90.0,0.9963,3.35,0.49,9.4,6,red
1486,7.4,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,0.9974799999999999,3.48,0.65,9.8,5,white
1487,8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,6,white
1488,7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,red
1489,6.2,0.31,0.23,3.3,0.052000000000000005,34.0,113.0,0.99429,3.16,0.48,8.4,5,red
1490,6.6,0.38,0.15,4.6,0.044000000000000004,25.0,78.0,0.9931,3.11,0.38,10.2,6,red
1491,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,red
1492,6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,red
1493,6.0,0.17,0.36,1.7,0.042,14.0,61.0,0.99144,3.22,0.54,10.8,6,red
1494,6.9,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6,red
1495,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6,red
1496,7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4,red
1497,6.8,0.23,0.48,1.5,0.036000000000000004,35.0,165.0,0.9916200000000001,3.18,0.45,11.3,6,red
1498,7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4,white
1499,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.9988799999999999,3.31,0.54,9.5,6,white
1500,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,white
1501,8.9,0.21,0.37,1.2,0.027999999999999997,20.0,93.0,0.99244,3.2,0.37,11.5,5,red
1502,6.6,0.24,0.3,13.0,0.052000000000000005,18.0,143.0,0.99825,3.37,0.49,9.4,6,red
1503,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,white
1504,6.9,0.18,0.33,1.0,0.054000000000000006,24.0,164.0,0.9926,3.42,0.51,10.5,5,red
1505,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,3,red
1506,6.0,0.17,0.29,9.7,0.044000000000000004,33.0,98.0,0.99536,3.12,0.36,9.2,6,red
1507,6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.9933799999999999,3.05,0.31,10.8,4,red
1508,6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.9934700000000001,3.18,0.4,9.3,5,red
1509,5.7,0.26,0.24,17.8,0.059000000000000004,23.0,124.0,0.9977299999999999,3.3,0.5,10.1,5,red
1510,8.3,0.26,0.31,2.0,0.028999999999999998,14.0,141.0,0.99077,2.95,0.77,12.2,6,red
1511,7.3,0.19,0.27,1.6,0.027000000000000003,35.0,136.0,0.9924799999999999,3.38,0.54,11.0,7,red
1512,6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,9.2,5,red
1513,6.0,0.21,0.3,8.7,0.036000000000000004,47.0,127.0,0.9936799999999999,3.18,0.39,10.6,5,red
1514,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,white
1515,7.7,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,0.9962,3.32,0.48,9.5,5,white
1516,7.6,0.2,0.3,14.2,0.055999999999999994,53.0,212.5,0.9990000000000001,3.14,0.46,8.9,8,red
1517,8.9,0.565,0.34,3.0,0.09300000000000001,16.0,112.0,0.9998,3.38,0.61,9.5,5,white
1518,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,7,white
1519,11.3,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,0.9964200000000001,3.2,0.53,11.9,6,white
1520,8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,3.03,0.43,9.2,5,red
1521,6.1,0.34,0.46,4.7,0.028999999999999998,21.0,94.0,0.991,3.29,0.62,12.3,6,red
